"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.246009498120488,106,219,7,0.0319634703196347,0.0660377358490566,"GO:0006641","GO:BP","triglyceride metabolic process",21026,2344,"GO:0006639"
"query_1",TRUE,0.253443230399986,10,219,3,0.0136986301369863,0.3,"GO:0030647","GO:BP","aminoglycoside antibiotic metabolic process",21026,6836,"GO:0016137"
"query_1",TRUE,0.253443230399986,10,219,3,0.0136986301369863,0.3,"GO:0030638","GO:BP","polyketide metabolic process",21026,6828,"GO:0019748"
"query_1",TRUE,0.253443230399986,10,219,3,0.0136986301369863,0.3,"GO:0044598","GO:BP","doxorubicin metabolic process",21026,10957,"GO:0016137;GO:0030638;GO:0034308;GO:0042180;GO:1902644"
"query_1",TRUE,0.284000861604192,76,219,6,0.0273972602739726,0.0789473684210526,"GO:0034103","GO:BP","regulation of tissue remodeling",21026,8348,"GO:0048771;GO:0051239"
"query_1",TRUE,0.307215551455236,1759,219,35,0.159817351598174,0.0198976691301876,"GO:0044419","GO:BP","biological process involved in interspecies interaction between organisms",21026,10892,"GO:0008150"
"query_1",TRUE,0.309922754085834,3993,219,64,0.292237442922374,0.0160280490859003,"GO:0048583","GO:BP","regulation of response to stimulus",21026,12687,"GO:0050789;GO:0050896"
"query_1",TRUE,0.31013494146271,323,219,12,0.0547945205479452,0.0371517027863777,"GO:0016053","GO:BP","organic acid biosynthetic process",21026,5061,"GO:0006082;GO:0044283"
"query_1",TRUE,0.31417835568247,1144,219,26,0.118721461187215,0.0227272727272727,"GO:0009628","GO:BP","response to abiotic stimulus",21026,3535,"GO:0050896"
"query_1",TRUE,0.32016232174521,374,219,13,0.0593607305936073,0.0347593582887701,"GO:0010959","GO:BP","regulation of metal ion transport",21026,4516,"GO:0030001;GO:0043269"
"query_1",TRUE,0.324460066937948,231,219,10,0.045662100456621,0.0432900432900433,"GO:0072593","GO:BP","reactive oxygen species metabolic process",21026,17223,"GO:0008152"
"query_1",TRUE,0.338483533863715,593,219,17,0.0776255707762557,0.0286677908937605,"GO:0044283","GO:BP","small molecule biosynthetic process",21026,10852,"GO:0009058;GO:0044281"
"query_1",TRUE,0.34885449721207,1987,219,38,0.17351598173516,0.0191243080020131,"GO:0012501","GO:BP","programmed cell death",21026,4551,"GO:0008219"
"query_1",TRUE,0.363394963689083,1991,219,38,0.17351598173516,0.0190858864892014,"GO:0008219","GO:BP","cell death",21026,3132,"GO:0009987"
"query_1",TRUE,0.381469956735276,1923,219,37,0.168949771689498,0.0192407696307852,"GO:0006915","GO:BP","apoptotic process",21026,2553,"GO:0012501"
"query_1",TRUE,0.381738178037469,192,219,9,0.0410958904109589,0.046875,"GO:0071248","GO:BP","cellular response to metal ion",21026,16279,"GO:0010038;GO:0070887"
"query_1",TRUE,0.390855263090953,488,219,15,0.0684931506849315,0.0307377049180328,"GO:0045785","GO:BP","positive regulation of cell adhesion",21026,11455,"GO:0007155;GO:0030155;GO:0048522"
"query_1",TRUE,0.447528104899578,53,219,5,0.0228310502283105,0.0943396226415094,"GO:0042572","GO:BP","retinol metabolic process",21026,10155,"GO:0001523;GO:0034308;GO:0042445;GO:0120254"
"query_1",TRUE,0.46160054087266,83,219,6,0.0273972602739726,0.072289156626506,"GO:0001523","GO:BP","retinoid metabolic process",21026,327,"GO:0016101"
"query_1",TRUE,0.468563990560127,1042,219,24,0.10958904109589,0.0230326295585413,"GO:0009887","GO:BP","animal organ morphogenesis",21026,3732,"GO:0009653;GO:0048513"
"query_1",TRUE,0.485765725364106,498,219,15,0.0684931506849315,0.0301204819277108,"GO:0051338","GO:BP","regulation of transferase activity",21026,13483,"GO:0050790"
"query_1",TRUE,0.492604341641126,854,219,21,0.0958904109589041,0.0245901639344262,"GO:0071345","GO:BP","cellular response to cytokine stimulus",21026,16367,"GO:0034097"
